date,persons_involved,killed,injured,county,pedestrian_involved,accident_type,light_conditions
2019-11-28 08:08:00,4,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2019-11-28 13:30:00,2,1,0,Pärnu maakond,0,Kokkupõrge,Valge aeg
2019-11-28 16:36:00,3,0,2,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-11-28 17:40:00,1,0,1,Järva maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-11-28 22:35:00,2,0,2,Lääne-Viru maakond,0,Kokkupõrge,Pimeda aeg
2019-11-29 11:27:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Valge aeg
2019-11-29 12:51:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2019-11-29 15:28:00,3,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-11-29 15:40:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-11-29 19:55:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-11-30 02:45:00,2,0,1,Ida-Viru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-11-30 11:10:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2019-11-30 15:43:00,4,0,3,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-11-30 15:58:00,2,0,2,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-01-12 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-01-12 00:00:00,3,0,2,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-02-12 00:00:00,3,0,2,Lääne-Viru maakond,0,Kokkupõrge,Pimeda aeg
2019-02-12 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2019-02-12 00:00:00,3,0,2,Viljandi maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-03-12 00:00:00,3,0,1,Lääne-Viru maakond,0,Kokkupõrge,Valge aeg
2019-03-12 00:00:00,2,0,1,Ida-Viru maakond,0,Kokkupõrge,Pimeda aeg
2019-04-12 00:00:00,1,0,1,Lääne-Viru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-04-12 00:00:00,2,0,1,Harju maakond,0,Muu liiklusõnnetus,Pimeda aeg
2019-05-12 00:00:00,2,0,1,Harju maakond,0,Muu liiklusõnnetus,Pimeda aeg
2019-05-12 00:00:00,3,0,3,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-06-12 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-06-12 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2019-06-12 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-06-12 00:00:00,1,0,1,Järva maakond,0,Muu liiklusõnnetus,Valge aeg
2019-06-12 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-06-12 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-06-12 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-06-12 00:00:00,1,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-08-12 00:00:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-08-12 00:00:00,2,1,0,Rapla maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-08-12 00:00:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-08-12 00:00:00,2,0,2,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-08-12 00:00:00,1,0,1,Lääne-Viru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-08-12 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-08-12 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-08-12 00:00:00,2,0,1,Lääne-Viru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-08-12 00:00:00,2,0,1,Saare maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-09-12 00:00:00,1,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2019-09-12 00:00:00,2,0,1,Järva maakond,0,Kokkupõrge,Valge aeg
2019-09-12 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2019-09-12 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-10-12 00:00:00,2,0,1,Lääne maakond,0,Kokkupõrge,Pimeda aeg
2019-10-12 00:00:00,2,0,2,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2019-10-12 00:00:00,2,0,1,Pärnu maakond,0,Kokkupõrge,Valge aeg
2019-11-12 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2019-11-12 00:00:00,3,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2019-12-12 00:00:00,1,0,1,Lääne-Viru maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-12-12 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-12-12 00:00:00,2,0,1,Saare maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-13 05:25:00,2,0,1,Pärnu maakond,0,Kokkupõrge,Pimeda aeg
2019-12-13 08:33:00,3,0,2,Harju maakond,1,Kokkupõrge,Valge aeg
2019-12-13 09:10:00,3,0,2,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-12-13 14:18:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-12-13 16:10:00,3,0,1,Lääne maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-14 00:08:00,6,0,4,Rapla maakond,0,Muu liiklusõnnetus,Pimeda aeg
2019-12-14 15:00:00,2,0,1,Lääne-Viru maakond,1,Jalakäijaõnnetus,Valge aeg
2019-12-14 17:47:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-14 17:50:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-12-15 16:51:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-12-16 15:58:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-12-16 16:50:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-17 00:29:00,3,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-12-17 03:56:00,2,0,1,Valga maakond,0,Kokkupõrge,Pimeda aeg
2019-12-17 15:50:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-17 18:00:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-18 16:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-18 16:20:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-18 16:35:00,4,0,2,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-12-18 17:38:00,2,0,1,Järva maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-18 17:41:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-19 07:45:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-19 14:03:00,2,0,2,Harju maakond,0,Kokkupõrge,Valge aeg
2019-12-19 16:04:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-19 19:05:00,2,0,1,Ida-Viru maakond,0,Muu liiklusõnnetus,Pimeda aeg
2019-12-19 21:26:00,1,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-20 08:00:00,3,0,2,Põlva maakond,0,Kokkupõrge,Valge aeg
2019-12-20 11:27:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-12-20 18:14:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-12-20 21:29:00,3,0,3,Tartu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-21 04:06:00,2,0,2,Viljandi maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-21 14:00:00,2,0,1,Põlva maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-12-21 17:40:00,1,0,1,Pärnu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-22 00:05:00,3,0,1,Võru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-23 20:48:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-24 11:36:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Valge aeg
2019-12-24 16:35:00,1,0,1,Lääne-Viru maakond,0,Muu liiklusõnnetus,Pimeda aeg
2019-12-25 02:06:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-25 17:20:00,6,0,5,Jõgeva maakond,0,Kokkupõrge,Pimeda aeg
2019-12-26 17:15:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-27 10:08:00,1,0,1,Pärnu maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-12-27 13:45:00,3,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2019-12-27 20:48:00,1,0,1,Lääne maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-27 21:10:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2019-12-28 12:12:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Valge aeg
2019-12-28 14:54:00,2,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-28 20:05:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-29 04:30:00,11,0,10,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-29 07:54:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2019-12-30 15:16:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-31 05:35:00,4,0,4,Lääne-Viru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2019-12-31 12:39:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2019-12-31 23:39:00,9,0,9,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-01-01 01:03:00,3,0,2,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-01 05:34:00,4,0,4,Ida-Viru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-01-01 20:42:00,2,1,0,Võru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-02-01 00:00:00,4,0,2,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-02-01 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-02-01 00:00:00,2,0,1,Harju maakond,0,Muu liiklusõnnetus,Pimeda aeg
2020-03-01 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2020-03-01 00:00:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-03-01 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-03-01 00:00:00,5,0,4,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-03-01 00:00:00,2,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-03-01 00:00:00,1,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-04-01 00:00:00,3,0,3,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-04-01 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-06-01 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2020-06-01 00:00:00,3,0,2,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-07-01 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-07-01 00:00:00,1,1,0,Lääne-Viru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-08-01 00:00:00,3,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-09-01 00:00:00,2,0,1,Järva maakond,0,Kokkupõrge,Pimeda aeg
2020-09-01 00:00:00,3,0,1,Lääne-Viru maakond,0,Kokkupõrge,Valge aeg
2020-09-01 00:00:00,2,0,1,Saare maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-09-01 00:00:00,2,0,2,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-09-01 00:00:00,3,0,1,Lääne-Viru maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-09-01 00:00:00,1,0,1,Lääne-Viru maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-09-01 00:00:00,2,0,1,Pärnu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-10-01 00:00:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-10-01 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-10-01 00:00:00,3,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2020-10-01 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-11-01 00:00:00,2,0,2,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-11-01 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2020-11-01 00:00:00,5,3,2,Saare maakond,0,Kokkupõrge,Valge aeg
2020-12-01 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2020-12-01 00:00:00,2,0,1,Pärnu maakond,1,Jalakäijaõnnetus,Valge aeg
2020-12-01 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-13 05:30:00,1,0,1,Pärnu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-01-13 09:28:00,1,0,1,Tartu maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-01-13 15:20:00,2,0,1,Viljandi maakond,1,Jalakäijaõnnetus,Valge aeg
2020-01-13 16:58:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-13 18:21:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-01-15 07:35:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-15 07:41:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-01-15 09:19:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-01-15 15:41:00,3,1,2,Lääne maakond,0,Kokkupõrge,Valge aeg
2020-01-15 16:37:00,3,1,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-01-15 16:35:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-01-15 17:57:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-15 18:44:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-16 10:36:00,2,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2020-01-16 12:05:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-01-16 12:25:00,3,0,2,Järva maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-01-16 13:10:00,2,0,1,Pärnu maakond,0,Kokkupõrge,Valge aeg
2020-01-16 16:38:00,2,0,2,Tartu maakond,0,Kokkupõrge,Pimeda aeg
2020-01-17 12:28:00,2,0,1,Harju maakond,0,Muu liiklusõnnetus,Valge aeg
2020-01-19 20:20:00,5,0,1,Lääne-Viru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-01-20 15:56:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-01-20 16:20:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-21 17:22:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-23 10:39:00,1,0,1,Pärnu maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-01-23 17:17:00,2,0,2,Tartu maakond,1,Ühesõidukiõnnetus,Pimeda aeg
2020-01-23 17:58:00,3,0,3,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-24 12:22:00,2,0,1,Ida-Viru maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-01-24 16:35:00,2,0,1,Viljandi maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-24 19:55:00,2,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-01-24 19:57:00,2,1,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-01-24 20:00:00,2,0,1,Lääne-Viru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-01-25 11:16:00,3,0,1,Jõgeva maakond,0,Kokkupõrge,Valge aeg
2020-01-25 16:30:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-25 22:34:00,3,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-01-27 12:56:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-01-27 16:20:00,3,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-01-27 16:34:00,3,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-01-27 17:00:00,2,0,1,Võru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-27 17:18:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-27 17:32:00,2,0,1,Tartu maakond,0,Kokkupõrge,Pimeda aeg
2020-01-27 18:01:00,2,0,1,Harju maakond,0,Muu liiklusõnnetus,Pimeda aeg
2020-01-28 08:17:00,2,0,1,Harju maakond,1,Muu liiklusõnnetus,Valge aeg
2020-01-29 07:47:00,2,0,1,Pärnu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-29 07:50:00,2,0,1,Lääne-Viru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-30 01:20:00,2,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-01-30 18:15:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-31 17:21:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-01-02 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-02-02 00:00:00,1,0,1,Võru maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-03-02 00:00:00,2,0,1,Pärnu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-03-02 00:00:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Valge aeg
2020-04-02 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-04-02 00:00:00,3,0,2,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-04-02 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-05-02 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-05-02 00:00:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-06-02 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-06-02 00:00:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-06-02 00:00:00,1,0,1,Jõgeva maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-06-02 00:00:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-06-02 00:00:00,2,0,2,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-06-02 00:00:00,3,0,2,Harju maakond,0,Kokkupõrge,Valge aeg
2020-06-02 00:00:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-06-02 00:00:00,2,0,1,Järva maakond,0,Kokkupõrge,Pimeda aeg
2020-06-02 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-06-02 00:00:00,2,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-07-02 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-08-02 00:00:00,1,0,1,Pärnu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-08-02 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-08-02 00:00:00,2,0,1,Võru maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-09-02 00:00:00,2,0,1,Pärnu maakond,0,Kokkupõrge,Pimeda aeg
2020-10-02 00:00:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Valge aeg
2020-10-02 00:00:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Valge aeg
2020-10-02 00:00:00,2,0,1,Tartu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-11-02 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-11-02 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-11-02 00:00:00,2,0,1,Pärnu maakond,0,Muu liiklusõnnetus,Valge aeg
2020-11-02 00:00:00,1,0,1,Saare maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-12-02 00:00:00,3,0,3,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-02-13 16:59:00,3,0,1,Harju maakond,0,Muu liiklusõnnetus,Valge aeg
2020-02-14 07:50:00,2,0,1,Ida-Viru maakond,0,Kokkupõrge,Valge aeg
2020-02-14 14:20:00,3,0,2,Lääne maakond,0,Kokkupõrge,Valge aeg
2020-02-14 14:40:00,2,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2020-02-14 14:57:00,2,0,1,Pärnu maakond,0,Kokkupõrge,Valge aeg
2020-02-14 17:25:00,2,0,1,Põlva maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-02-14 18:36:00,2,0,1,Harju maakond,0,Muu liiklusõnnetus,Pimeda aeg
2020-02-14 18:39:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-02-14 20:10:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-02-15 17:13:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-02-15 19:25:00,3,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-02-16 18:18:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-02-16 21:58:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-02-17 07:22:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-02-17 15:50:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-02-18 07:30:00,2,0,1,Pärnu maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-02-18 08:28:00,3,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
2020-02-18 09:45:00,1,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Valge aeg
2020-02-19 16:45:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-02-19 19:15:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-02-20 14:28:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-02-20 17:27:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-02-22 06:40:00,2,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2020-02-22 11:50:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-02-22 16:10:00,6,0,2,Ida-Viru maakond,0,Kokkupõrge,Valge aeg
2020-02-23 03:14:00,1,0,1,Saare maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-02-23 12:39:00,2,0,1,Saare maakond,1,Jalakäijaõnnetus,Valge aeg
2020-02-23 18:21:00,2,1,0,Pärnu maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-02-23 21:14:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-02-24 10:35:00,2,1,0,Pärnu maakond,0,Kokkupõrge,Valge aeg
2020-02-24 21:45:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-02-25 08:05:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-02-25 18:10:00,2,0,1,Viljandi maakond,1,Jalakäijaõnnetus,Pimeda aeg
2020-02-26 12:30:00,4,0,4,Lääne-Viru maakond,0,Kokkupõrge,Valge aeg
2020-02-26 12:50:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-02-26 15:20:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-02-26 17:00:00,2,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-02-26 22:50:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-02-27 06:58:00,2,1,0,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-02-28 14:46:00,1,1,0,Jõgeva maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-02-28 15:40:00,2,0,2,Lääne-Viru maakond,0,Kokkupõrge,Valge aeg
2020-02-29 08:13:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-02-29 15:10:00,2,0,2,Tartu maakond,0,Kokkupõrge,Valge aeg
2020-02-29 15:19:00,1,0,1,Tartu maakond,0,Muu liiklusõnnetus,Pimeda aeg
2020-02-29 15:54:00,3,0,1,Viljandi maakond,0,Kokkupõrge,Valge aeg
2020-01-03 00:00:00,3,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-02-03 00:00:00,5,0,5,Harju maakond,0,Kokkupõrge,Valge aeg
2020-02-03 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-04-03 00:00:00,2,0,1,Harju maakond,1,Jalakäijaõnnetus,Valge aeg
2020-05-03 00:00:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-05-03 00:00:00,2,0,2,Harju maakond,0,Kokkupõrge,Pimeda aeg
2020-06-03 00:00:00,1,0,1,Valga maakond,0,Ühesõidukiõnnetus,Valge aeg
2020-06-03 00:00:00,3,0,3,Harju maakond,0,Kokkupõrge,Valge aeg
2020-06-03 00:00:00,2,1,0,Saare maakond,1,Jalakäijaõnnetus,Valge aeg
2020-06-03 00:00:00,2,0,1,Ida-Viru maakond,1,Jalakäijaõnnetus,Valge aeg
2020-06-03 00:00:00,1,0,1,Harju maakond,0,Ühesõidukiõnnetus,Pimeda aeg
2020-07-03 00:00:00,3,0,2,Harju maakond,0,Kokkupõrge,Valge aeg
2020-08-03 00:00:00,3,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2020-08-03 00:00:00,2,0,1,Harju maakond,0,Kokkupõrge,Valge aeg
2020-08-03 00:00:00,3,0,1,Põlva maakond,0,Kokkupõrge,Valge aeg
2020-08-03 00:00:00,2,0,1,Lääne-Viru maakond,1,Jalakäijaõnnetus,Valge aeg
2020-09-03 00:00:00,2,0,1,Tartu maakond,0,Kokkupõrge,Valge aeg
